requirements/req1.mcf,true,1509189176,1509189199
requirements/req10.mcf,true,1509189199,1509189222
requirements/req11.mcf,true,1509189222,1509189337
requirements/req12.mcf,true,1509189337,1509189354
requirements/req13.mcf,true,1509189354,1509189512
requirements/req14.mcf,true,1509189512,1509189558
requirements/req15.mcf,true,1509189558,1509189603
requirements/req16.mcf,true,1509189603,1509189621
requirements/req17.mcf,true,1509189621,1509189667
requirements/req18.mcf,true,1509189667,1509189679
requirements/req2a.mcf,true,1509189679,1509189699
requirements/req2b.mcf,true,1509189699,1509189742
requirements/req3a.mcf,true,1509189742,1509189901
requirements/req3b.mcf,true,1509189901,1509189920
requirements/req3c.mcf,true,1509189920,1509189938
requirements/req3d.mcf,true,1509189938,1509189955
requirements/req3e.mcf,true,1509189955,1509189972
requirements/req3f.mcf,true,1509189972,1509189989
requirements/req4.mcf,true,1509189989,1509190105
requirements/req5.mcf,true,1509190105,1509190251
requirements/req6.mcf,true,1509190251,1509190272
requirements/req7.mcf,true,1509190272,1509190314
requirements/req8.mcf,true,1509190314,1509190360
requirements/req9.mcf,true,1509190360,1509190387
requirements/reqaux1.mcf,true,1509189090,1509189176
